city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Funded Startup,1,30,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Public Sector,3,21,0.0
city_139,0.487,Male,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,1,92,0.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,33,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,17,0.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,60,0.0
city_16,0.91,Male,No relevent experience,Full time course,High School,STEM,4,100-500,Pvt Ltd,1,14,0.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,74,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,8,0.0
city_157,0.769,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Public Sector,1,38,0.0
city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,Arts,11,50-99,Pvt Ltd,>4,48,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,23,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,3,122,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,80,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,15,50-99,Funded Startup,2,8,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Funded Startup,1,57,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,High School,STEM,5,5000-9999,Pvt Ltd,1,41,0.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Funded Startup,1,10,0.0
city_16,0.91,Female,Has relevent experience,Full time course,Graduate,Arts,12,100-500,Pvt Ltd,1,6,0.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,26,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Early Stage Startup,2,8,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,258,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,32,0.0
city_83,0.923,Male,No relevent experience,Full time course,Graduate,STEM,2,100-500,NGO,1,61,0.0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,3,39,0.0
city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,>4,8,0.0
city_45,0.89,Other,Has relevent experience,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,1,111,0.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Other,1,69,0.0
city_57,0.866,Other,No relevent experience,Full time course,High School,STEM,1,10/49,Pvt Ltd,never,37,0.0
city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,3,22,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,7,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,40,0.0
city_36,0.893,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,NGO,2,68,0.0
city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,11,<10,Pvt Ltd,1,69,0.0
city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,292,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,101,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,2,55,0.0
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,28,0.0
city_75,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Pvt Ltd,1,14,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,52,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,22,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,6,100-500,Pvt Ltd,1,74,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Funded Startup,1,162,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,282,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,25,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,4,22,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,50,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,80,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,86,0.0
city_21,0.624,Male,No relevent experience,Part time course,Masters,STEM,8,1000-4999,Pvt Ltd,1,28,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,63,0.0
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,157,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Funded Startup,1,77,0.0
city_23,0.899,Male,Has relevent experience,Full time course,Graduate,STEM,12,10000+,Pvt Ltd,2,69,0.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,82,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,4,20,0.0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,4,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10/49,Public Sector,never,69,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,2,27,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,98,0.0
city_75,0.939,Female,No relevent experience,no_enrollment,Graduate,Humanities,8,10/49,NGO,>4,74,0.0
city_28,0.939,Male,Has relevent experience,Part time course,Masters,STEM,15,<10,Pvt Ltd,1,31,0.0
city_100,0.887,Male,No relevent experience,no_enrollment,High School,STEM,4,10/49,Funded Startup,never,37,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Public Sector,1,336,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,22,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,28,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,23,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,21,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,40,0.0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,3,99,0.0
city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,36,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,500-999,Pvt Ltd,1,96,0.0
city_141,0.763,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,never,28,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,2,14,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,1,84,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,16,0.0
city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,288,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,45,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,53,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Funded Startup,3,34,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,22,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,18,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,50,0.0
city_12,0.64,Male,No relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,59,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,5,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,never,63,0.0
city_152,0.698,Male,No relevent experience,Full time course,Graduate,Business Degree,1,100-500,Pvt Ltd,never,74,0.0
city_173,0.878,Male,No relevent experience,no_enrollment,Primary School,STEM,3,10/49,Pvt Ltd,3,88,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,104,0.0
city_102,0.804,Male,Has relevent experience,Full time course,High School,STEM,6,500-999,Pvt Ltd,never,6,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,35,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,3,500-999,Pvt Ltd,never,29,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,92,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,never,12,0.0
city_159,0.843,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,28,0.0
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,10,<10,Pvt Ltd,2,35,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,161,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,>4,11,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,5,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,2,32,0.0
city_100,0.887,Male,No relevent experience,Full time course,Masters,STEM,>20,10000+,Public Sector,never,86,0.0
city_73,0.754,Male,No relevent experience,Full time course,High School,STEM,1,100-500,Pvt Ltd,1,63,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,NGO,2,34,0.0
city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,66,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,28,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Masters,STEM,15,1000-4999,Pvt Ltd,1,57,0.0
city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,254,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,14,1000-4999,Pvt Ltd,>4,214,0.0
city_116,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Funded Startup,1,72,0.0
city_103,0.92,Male,Has relevent experience,Part time course,High School,STEM,2,<10,Pvt Ltd,1,112,0.0
city_50,0.8959999999999999,Female,Has relevent experience,Full time course,Graduate,STEM,10,10/49,Funded Startup,1,328,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,STEM,9,10000+,Pvt Ltd,never,10,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,29,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,NGO,>4,184,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,2,104,0.0
city_41,0.8270000000000001,Male,No relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,never,214,0.0
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,31,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,102,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,113,0.0
city_71,0.884,Female,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,99,0.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,NGO,1,30,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,104,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,6,50-99,Pvt Ltd,2,103,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,4,45,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,>4,34,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,106,0.0
city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,17,100-500,Pvt Ltd,>4,26,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,43,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,102,0.0
city_118,0.722,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,>4,36,0.0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Funded Startup,2,11,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,never,31,0.0
city_41,0.8270000000000001,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,8,0.0
city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,2,56,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Other,1,46,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,32,0.0
city_100,0.887,Male,No relevent experience,no_enrollment,High School,Humanities,2,100-500,Public Sector,never,10,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,>4,43,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,46,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,never,89,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10/49,NGO,>4,13,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,61,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Early Stage Startup,1,20,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,8,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,>4,7,0.0
city_36,0.893,Male,No relevent experience,Full time course,High School,STEM,2,100-500,Pvt Ltd,1,30,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,36,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,>4,176,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,62,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,34,0.0
city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,4,32,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,99,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,66,0.0
city_114,0.926,Male,No relevent experience,Full time course,High School,STEM,3,10000+,Pvt Ltd,2,14,0.0
city_158,0.7659999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,112,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,9,0.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,24,0.0
city_57,0.866,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,never,18,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Funded Startup,2,24,0.0
city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,1,14,0.0
city_134,0.698,Male,No relevent experience,Full time course,High School,STEM,3,10/49,Pvt Ltd,1,51,0.0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,never,64,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Public Sector,1,292,0.0
city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,78,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,106,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,55,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,76,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Funded Startup,1,58,0.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Early Stage Startup,1,16,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,16,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,2,19,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,306,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,72,0.0
city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,108,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,11,0.0
city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,4,166,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Public Sector,4,86,0.0
city_91,0.691,Male,No relevent experience,no_enrollment,Primary School,Arts,13,50-99,Pvt Ltd,never,254,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,20,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,High School,Arts,9,100-500,Funded Startup,1,134,0.0
city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,1,50-99,Pvt Ltd,1,206,0.0
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,2,17,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,43,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,3,89,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,1,46,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,57,0.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,>4,222,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,50-99,Funded Startup,1,113,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,Arts,6,1000-4999,Pvt Ltd,1,34,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,114,0.0
city_23,0.899,Male,No relevent experience,Full time course,High School,No Major,6,10000+,Public Sector,1,103,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,99,0.0
city_61,0.913,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,90,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,STEM,1,50-99,Pvt Ltd,1,95,0.0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,28,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Pvt Ltd,>4,61,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,67,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,NGO,>4,122,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,26,0.0
city_14,0.698,Male,No relevent experience,no_enrollment,Primary School,STEM,7,<10,Pvt Ltd,never,85,0.0
city_99,0.915,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,never,12,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,never,30,0.0
city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,4,35,0.0
city_20,0.7959999999999999,Male,No relevent experience,Full time course,High School,STEM,6,50-99,Pvt Ltd,never,41,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,15,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,16,10000+,Pvt Ltd,>4,90,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,30,0.0
city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,6,<10,Pvt Ltd,2,21,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,2,56,0.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,109,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,33,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,2,148,0.0
city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Primary School,STEM,<1,100-500,Pvt Ltd,never,7,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,57,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,1,20,0.0
city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,>20,500-999,NGO,2,24,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,1,49,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Public Sector,1,19,0.0
city_142,0.727,Male,No relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,1,103,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,20,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,11,100-500,Pvt Ltd,2,200,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,1,4,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,never,162,0.0
city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,10,10000+,NGO,>4,17,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,1,108,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,>4,9,0.0
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,80,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,63,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,never,42,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,14,500-999,Funded Startup,1,24,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Public Sector,3,55,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,34,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,44,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Public Sector,>4,31,0.0
city_102,0.804,Male,No relevent experience,Full time course,Primary School,STEM,7,5000-9999,Pvt Ltd,never,94,0.0
city_26,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,79,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,2,21,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,48,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,39,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,6,10/49,Pvt Ltd,1,52,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,84,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,176,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,>20,100-500,NGO,1,32,0.0
city_78,0.579,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,>4,17,0.0
